model,seed,epoch,train_loss,val_loss
MLP,123,23,0.07797864107823953,0.08999396472309644
MLP,123,24,0.07765620009110469,0.08927736562031965
MLP,123,25,0.0775153950456439,0.09006303751554627
MLP,123,26,0.07763656891609837,0.09082976326919519
MLP,456,1,0.10852212079596228,0.09882649906552755
MLP,456,2,0.08737242629070108,0.0971224920079112
MLP,456,3,0.08534635352833969,0.09380556808211482
MLP,456,4,0.08358193483112789,0.09325262209257254
MLP,456,5,0.08240251814355938,0.09141193443336165
MLP,456,6,0.08189972534139708,0.09228314513483873
MLP,456,7,0.0810743085413081,0.09053630948926394
MLP,456,8,0.08075907360944079,0.09462074971256348
MLP,456,9,0.08045852057999227,0.09130289420700417
MLP,456,10,0.07990734362475028,0.09097356261685491
MLP,456,11,0.07983988511398799,0.09176631198336299
MLP,456,12,0.07961303841504382,0.0901354736669992
MLP,456,13,0.07934030389367808,0.09127334122617657
MLP,456,14,0.07914389092293454,0.0888694934353519
MLP,456,15,0.0789557162754056,0.09092297054110811
MLP,456,16,0.07876487575017098,0.08947799553808111
MLP,456,17,0.07860387253597742,0.08976517830975354
MLP,456,18,0.07842940071461404,0.09009128626292714
MLP,456,19,0.0781894947870112,0.08849083548268447
MLP,456,20,0.07803848198183426,0.09422653963932624
MLP,456,21,0.07797956631314464,0.09017753282848459
MLP,456,22,0.07783544469261315,0.09043086850872406
MLP,456,23,0.07771074227170974,0.09007465217262506
MLP,456,24,0.07764637614986518,0.08918443359434605
MLP,456,25,0.07744344030575054,0.08855667314707087
MLP,456,26,0.07722751374106582,0.08866505822739922
MLP,456,27,0.07748856214124981,0.08702212365344167
MLP,456,28,0.07736917103027426,0.08825369337143807
MLP,456,29,0.07714553620757127,0.09112880447449592
MLP,456,30,0.07720362880880513,0.08725588561823736
MLP,456,31,0.07713372570258088,0.0880286082962098
MLP,456,32,0.07694068436397285,0.0886838430689218
MLP,456,33,0.07697907924288656,0.08833693780148258
MLP,456,34,0.07679057915217993,0.09809852798970846
MLP,456,35,0.07683458511694902,0.086067320508166
MLP,456,36,0.07664224238839092,0.08639636042241294
MLP,456,37,0.07674794980938114,0.08975589787444244
MLP,456,38,0.07657561597845904,0.09127246425415461
MLP,456,39,0.07666344141905627,0.08926258638644448
MLP,456,40,0.07652145173582361,0.08632993373303459
MLP,456,41,0.07649421714973159,0.08745063209619659
MLP,456,42,0.0764297996770318,0.0878258459470593
MLP,456,43,0.07630501797013893,0.08796996559876089
MLP,456,44,0.0763073639853335,0.0868862639940702
MLP,456,45,0.07636990089514634,0.08738561506956243
CNN1D,42,1,0.10576474261901728,0.09674420567515951
CNN1D,42,2,0.08870738625162986,0.09497872538363131
CNN1D,42,3,0.08637836022347939,0.09440715982077214
CNN1D,42,4,0.08483862167814883,0.09320002869631236
CNN1D,42,5,0.08394139343645514,0.09273111837844436
CNN1D,42,6,0.08273095779484366,0.08920604617048342
CNN1D,42,7,0.08187599318965179,0.09017464813418113
CNN1D,42,8,0.08131851703928011,0.09478469466360716
CNN1D,42,9,0.08048379429956762,0.08737187763819328
CNN1D,42,10,0.07981670137585663,0.09433438456402375
CNN1D,42,11,0.07928841855467819,0.09055835070231787
CNN1D,42,12,0.07905478966763106,0.09052957525906655
CNN1D,42,13,0.07861411371699921,0.09209539024159312
CNN1D,42,14,0.07825588245580836,0.09155608292669058
CNN1D,42,15,0.07787362855927246,0.09240738762399325
CNN1D,42,16,0.07749453759411486,0.09103962175548076
CNN1D,42,17,0.07724654653086895,0.09001306089214407
CNN1D,42,18,0.07700327516056416,0.0939209695217701
CNN1D,42,19,0.07667528284213891,0.0896131378498215
CNN1D,123,1,0.10606972782713611,0.09874736406625463
CNN1D,123,2,0.08769423326341118,0.09278215890320447
CNN1D,123,3,0.0856637991210673,0.09427067016609586
CNN1D,123,4,0.08425337504232075,0.0911354448674963
CNN1D,123,5,0.08314301163049007,0.08926710318917265
CNN1D,123,6,0.0826240228316406,0.09099078183707136
CNN1D,123,7,0.08151679244074153,0.09164403240554608
CNN1D,123,8,0.08105381780826464,0.08864084645962486
CNN1D,123,9,0.08028097058214792,0.09022247407442102
CNN1D,123,10,0.079946591329829,0.0897560604274846
CNN1D,123,11,0.07932275747017163,0.09098235415008206
CNN1D,123,12,0.07879185301683297,0.09284098885810146
CNN1D,123,13,0.07842857789066507,0.09212846487473983
CNN1D,123,14,0.0781797838992462,0.0897207796974824
CNN1D,123,15,0.07772120394993846,0.09655201873383842
CNN1D,123,16,0.0773076606178429,0.08882217332792397
CNN1D,123,17,0.07713402464894986,0.08981507224962115
CNN1D,123,18,0.07660983417364882,0.09059045584084323
CNN1D,456,1,0.10700260078216471,0.0939313213670483
CNN1D,456,2,0.08841350491999125,0.09736302594869183
CNN1D,456,3,0.08646926332901164,0.09408536579173345
CNN1D,456,4,0.08478111970170242,0.09115309570844357
CNN1D,456,5,0.08362886935199906,0.09463027946077861
CNN1D,456,6,0.08291856766383096,0.09241995508997486
CNN1D,456,7,0.08158403398332799,0.09261931606783316
CNN1D,456,8,0.08119461112723844,0.09507431951279824
CNN1D,456,9,0.08052955600637489,0.08873703185468912
CNN1D,456,10,0.08002939493281812,0.09336613875455581
CNN1D,456,11,0.07958210936043321,0.08960318383402549
CNN1D,456,12,0.07920402498870362,0.08998706881100169
CNN1D,456,13,0.07865533293111296,0.0897812562306913
CNN1D,456,14,0.07830099595483483,0.09253887562224498
CNN1D,456,15,0.07782923305543457,0.09109502262220932
CNN1D,456,16,0.07748053556535302,0.09006242555494492
CNN1D,456,17,0.07716675387195697,0.09103447882601848
CNN1D,456,18,0.07688088472750855,0.09048316017509653
CNN1D,456,19,0.076636249025057,0.09028953065809149
LSTM,42,1,0.12219247589569267,0.09863975604566244
LSTM,42,2,0.0864764986368941,0.09169217695696996
LSTM,42,3,0.08228295719841631,0.09120824321244772
LSTM,42,4,0.07991943017738622,0.09065536642590394
LSTM,42,5,0.07846870607991771,0.08749135554696505
LSTM,42,6,0.07731662181274193,0.08703072719275952
LSTM,42,7,0.07654883637206583,0.08691989470703097
LSTM,42,8,0.0759173428703372,0.08557921069315994
LSTM,42,9,0.07523828476485683,0.08350502389124953
LSTM,42,10,0.07471040402425498,0.08848509712431293
LSTM,42,11,0.07409584923215756,0.08315446816456433
LSTM,42,12,0.07371445984011743,0.08495995604074918
LSTM,42,13,0.07331322435834786,0.08442586557438167
LSTM,42,14,0.07285053603260255,0.08784364486686312
LSTM,42,15,0.07251169255230484,0.08534664748809659
LSTM,42,16,0.07209174386248356,0.08510715349971389
LSTM,42,17,0.0716322599469525,0.08541241461267839
LSTM,42,18,0.07150226526961821,0.08398365534412174
LSTM,42,19,0.07101791335224378,0.08530849328264595
LSTM,42,20,0.0707165338862233,0.08477963984585725
LSTM,42,21,0.07033950545711488,0.0877900276805919
LSTM,123,1,0.11795995873103782,0.09648846799937578
LSTM,123,2,0.0869052949602284,0.09855627226213423
LSTM,123,3,0.08282643716328028,0.09137743835695661
LSTM,123,4,0.0803732116665782,0.0877306983476648
LSTM,123,5,0.078676144398022,0.08605258300470618
LSTM,123,6,0.07779167344839108,0.0884776339880549
LSTM,123,7,0.0767631479270938,0.08642479205074219
LSTM,123,8,0.07606590661061247,0.0851002903497563
LSTM,123,9,0.07531580992588183,0.08561335848214535
LSTM,123,10,0.07486144972192806,0.0826998625896298
LSTM,123,11,0.07424604950699865,0.08674861716679656
LSTM,123,12,0.07367272909912394,0.08573787227416267
LSTM,123,13,0.07326556472789224,0.08774068233771966
LSTM,123,14,0.0729928887462834,0.08608758834190666
LSTM,123,15,0.0725413572243074,0.08306510823993729
LSTM,123,16,0.07219482614318046,0.08396640622558502
LSTM,123,17,0.07172785653028546,0.0870198613161651
LSTM,123,18,0.07149510964387801,0.0850142510371426
LSTM,123,19,0.07107165208495245,0.08504462421656801
LSTM,123,20,0.07072809264609,0.08434554825895108
LSTM,456,1,0.12172632470545246,0.10081532892341225
LSTM,456,2,0.08781302506240403,0.09949847260919902
LSTM,456,3,0.08275649540671488,0.09161026225210382
LSTM,456,4,0.08017837405386495,0.08729351369950633
LSTM,456,5,0.07855578054651255,0.08727011387737897
LSTM,456,6,0.07754338420836664,0.08742967709540747
LSTM,456,7,0.07651787827472861,0.0860213656967076
LSTM,456,8,0.07599768729108136,0.08557937594847037
LSTM,456,9,0.07540387463914912,0.08554403255192133
LSTM,456,10,0.07470758955925703,0.08538512948040779
LSTM,456,11,0.07428284630088544,0.08714331009353583
LSTM,456,12,0.07376390294421736,0.08508000161355504
LSTM,456,13,0.07326401881691887,0.08675797851111454
LSTM,456,14,0.0728396089356847,0.08290343016815874
LSTM,456,15,0.07244355551080733,0.08334828365164307
LSTM,456,16,0.07208640512169862,0.08311714958327894
LSTM,456,17,0.07163383961450763,0.08476279074755999
LSTM,456,18,0.0713020485003547,0.08350036085081788
LSTM,456,19,0.07092625745640295,0.08444872441164289
LSTM,456,20,0.07064616798264224,0.08558275690158973
LSTM,456,21,0.07029848345714372,0.08402592903576218
LSTM,456,22,0.0699245239621619,0.08598067338578402
LSTM,456,23,0.06972135289322312,0.08521265810570465
LSTM,456,24,0.06936245453066942,0.08650919853637998
